"GasDay","D_plus_1_pct","D_plus_5_pct"
"2019-05-20","0.0279","0.0271"
"2019-05-21","-0.005","-0.006"
"2019-05-22","-0.0158","-0.0161"
"2019-05-23","-0.0193","-0.0193"
"2019-05-24","-0.0156","-0.0178"
"2019-05-25","0.0149","0.0173"
"2019-05-26","0.0613","0.0415"
"2019-05-27","0.0716","0.0734"
"2019-05-28","0.0109","0.0125"
"2019-05-29","0.0669","0.0677"
"2019-05-30","0.0818","0.0839"
"2019-05-31","0.0614","0.0548"
"2019-06-01","0.0918","0.0767"
"2019-06-02","0.0712","0.0733"
"2019-06-03","0.0378","0.038"
"2019-06-04","0.0684","0.0674"
"2019-06-05","0.0341","0.0336"
"2019-06-06","-0.0371","-0.038"
"2019-06-07","0.0609","0.0562"
"2019-06-08","0.079","0.0777"
"2019-06-09","-0.0014","-0.0027"
"2019-06-10","-0.0044","-0.0045"
"2019-06-11","0.0826","0.0828"
"2019-06-12","0.1104","0.1122"
"2019-06-13","0.0818","0.0821"
"2019-06-14","0.0487","0.0468"
"2019-06-15","0.0148","0.0147"
"2019-06-16","0.0607","0.0617"
"2019-06-17","0.0328","0.0318"
"2019-06-18","0.0196","0.0205"
"2019-06-19","0.0056","0.0169"
"2019-06-20","-0.0165","-0.0157"
"2019-06-21","-0.0439","-0.0467"
"2019-06-22","-0.0451","-0.0481"
"2019-06-23","0.0344","0.0368"
"2019-06-24","0.084","0.0873"
"2019-06-25","0.0759","0.0777"
"2019-06-26","0.0666","0.0669"
"2019-06-27","0.015","0.0152"
"2019-06-28","0.0089","0.0045"
"2019-06-29","0.0662","0.0216"
"2019-06-30","0.0141","0.0104"
"2019-07-01","0.0156","0.0136"
"2019-07-02","-0.0232","-0.0213"
"2019-07-03","-0.0332","-0.0306"
"2019-07-04","-0.0147","-0.012"
"2019-07-05","-0.0057","-0.0117"
"2019-07-06","-0.0258","-0.0316"
"2019-07-07","-0.0351","-0.0355"
"2019-07-08","-0.0282","-0.0304"
"2019-07-09","-0.013","-0.0136"
"2019-07-10","-0.0159","-0.0163"
"2019-07-11","-0.0072","-0.0078"
"2019-07-12","0.009","0.0037"
"2019-07-13","0.0005","-0.0068"
"2019-07-14","-0.0109","-0.0085"
"2019-07-15","-0.0317","-0.0291"
"2019-07-16","-0.0051","-0.0049"
"2019-07-17","-0.0258","-0.0254"
"2019-07-18","-0.0251","-0.025"
"2019-07-19","0.0362","0.0355"
"2019-07-20","0.0404","0.0384"
"2019-07-21","0.0204","0.063"
"2019-07-22","0.0206","0.0226"
"2019-07-23","-0.0171","-0.0165"
"2019-07-24","-0.0073","-0.0073"
"2019-07-25","-0.0708","-0.0733"
"2019-07-26","-0.0606","-0.0704"
"2019-07-27","0.0096","-0.0032"
"2019-07-28","0.0309","0.0321"
"2019-07-29","-0.0062","-0.0094"
"2019-07-30","0.0151","0.0152"
"2019-07-31","0.0242","0.025"
"2019-08-01","0.0177","0.0098"
"2019-08-02","0.0133","-0.0011"
"2019-08-03","0.0072","-0.005"
"2019-08-04","0.0088","0.0046"
"2019-08-05","-0.0565","-0.0518"
"2019-08-06","-0.0363","-0.0369"
"2019-08-07","-0.0269","-0.0282"
"2019-08-08","-0.023","-0.0258"
"2019-08-09","-0.0002","-0.0091"
"2019-08-10","0.0308","0.018"
"2019-08-11","0.011","0.01"
"2019-08-12","-0.053","-0.0557"
"2019-08-13","-0.0591","-0.0606"
"2019-08-14","-0.0163","-0.0068"
"2019-08-15","-0.0627","-0.0502"
"2019-08-16","0.0409","0.0301"
"2019-08-17","-0.0327","-0.0385"
"2019-08-18","0.0135","0.0122"
"2019-08-19","-0.001","0.0032"
"2019-08-20","0.0041","0.0019"
"2019-08-21","0.0121","0.0102"
"2019-08-22","0.0293","0.0291"
"2019-08-23","0.0006","-0.0007"
"2019-08-24","0.0148","0.015"
"2019-08-25","-0.0365","-0.038"
"2019-08-26","-0.0015","-0.0047"
"2019-08-27","0.0032","-0.0038"
"2019-08-28","-0.0407","-0.0493"
"2019-08-29","-0.0262","-0.0266"
"2019-08-30","0.0144","0.0006"
"2019-08-31","-0.027","-0.0441"
"2019-09-01","-0.0438","-0.0502"
"2019-09-02","-0.0042","-0.0108"
"2019-09-03","-0.0273","-0.004"
"2019-09-04","0.0005","0.0033"
"2019-09-05","-0.0086","-0.0097"
"2019-09-06","0.0138","0.0151"
"2019-09-07","-0.0331","-0.0327"
"2019-09-08","-0.0456","-0.042"
"2019-09-09","0.008","0.009"
"2019-09-10","-0.0092","-0.0088"
"2019-09-11","-0.0108","0.0203"
"2019-09-12","0.0355","0.0353"
"2019-09-13","-0.0213","-0.0304"
"2019-09-14","-0.0001","-0.0112"
"2019-09-15","0.0271","0.021"
"2019-09-16","-0.0291","-0.0281"
"2019-09-17","-0.0505","-0.0494"
"2019-09-18","-0.0158","-0.0276"
"2019-09-19","-0.0664","-0.0759"
"2019-09-20","-0.0714","-0.0752"
"2019-09-21","-0.0072","-0.0172"
"2019-09-22","0.0308","0.029"
"2019-09-23","0.0009","0.003"
"2019-09-24","0.0426","0.0439"
"2019-09-25","0.0311","0.0345"
"2019-09-26","0.0014","0.0183"
"2019-09-27","0.062","0.0598"
"2019-09-28","0.0755","0.0709"
"2019-09-29","0.1032","0.1059"
"2019-09-30","0.0686","0.0728"
"2019-10-01","0.0453","0.05"
"2019-10-02","-0.0201","-0.0066"
"2019-10-03","0.0732","0.0741"
"2019-10-04","0.0559","0.0539"
"2019-10-05","0.049","0.0478"
"2019-10-06","0.0468","0.0507"
"2019-10-07","0.1112","0.1116"
"2019-10-08","0.0501","0.0548"
"2019-10-09","0.0504","0.052"
"2019-10-10","0.1222","0.122"
"2019-10-11","0.1066","0.0903"
"2019-10-12","0.0577","0.0454"
"2019-10-13","0.0696","0.0646"
"2019-10-14","0.0926","0.0806"
"2019-10-15","0.0362","0.0322"
"2019-10-16","0.0081","0.0085"
"2019-10-17","0.0359","0.0365"
"2019-10-18","0.0263","0.0157"
"2019-10-19","0.0014","-0.0047"
"2019-10-20","0.0259","0.0244"
"2019-10-21","0.025","0.0255"
"2019-10-22","0.0132","0.0129"
"2019-10-23","0.021","0.023"
"2019-10-24","-0.0002","-0.0027"
"2019-10-25","0.1044","0.1034"
"2019-10-26","0.059","0.0565"
"2019-10-27","0.0344","0.0321"
"2019-10-28","0.0434","0.0422"
"2019-10-29","0.0349","0.0345"
"2019-10-30","0.0146","0.0142"
"2019-10-31","0.005","0.0244"
"2019-11-01","0.0461","0.0446"
"2019-11-02","0.008","0.0065"
"2019-11-03","0.0184","0.0187"
"2019-11-04","0.0091","0.0062"
"2019-11-05","0.0305","0.0286"
"2019-11-06","0.0481","0.0466"
"2019-11-07","0.0178","0.0185"
"2019-11-08","0.0344","0.0321"
"2019-11-09","0.0411","0.037"
"2019-11-10","-0.0064","-0.0067"
"2019-11-11","-0.0094","-0.015"
"2019-11-12","0.0446","0.0423"
"2019-11-13","0.0244","0.0176"
"2019-11-14","0.0416","0.037"
"2019-11-15","0.0429","0.0434"
"2019-11-16","0.0318","0.0321"
"2019-11-17","0.0193","0.0188"
"2019-11-18","0.0167","0.0165"
"2019-11-19","0.0637","0.0652"
"2019-11-20","0.0081","0.0101"
"2019-11-21","0.0321","0.0362"
"2019-11-22","0.0225","0.0223"
"2019-11-23","0.0222","0.0237"
"2019-11-24","0.0061","0.0102"
"2019-11-25","0.018","0.0257"
"2019-11-26","0.0227","0.0237"
"2019-11-27","0.009","0.0168"
"2019-11-28","0.0353","0.0345"
"2019-11-29","0.0661","0.0654"
"2019-11-30","0.0597","0.0612"
"2019-12-01","0.0409","0.0389"
"2019-12-02","0.0546","0.054"
"2019-12-03","0.0087","0.0075"
"2019-12-04","0.0258","0.0246"
"2019-12-05","0.046","0.046"
"2019-12-06","-0.0048","-0.0022"
"2019-12-07","0.0219","0.022"
"2019-12-08","0.024","0.0252"
"2019-12-09","0.0644","0.0659"
"2019-12-10","0.0947","0.0956"
"2019-12-11","0.0607","0.0612"
"2019-12-12","0.0696","0.0692"
"2019-12-13","0.0235","0.0213"
"2019-12-14","0.0435","0.0405"
"2019-12-15","0.04","0.0407"
"2019-12-16","0.0514","0.0487"
"2019-12-17","0.0396","0.0386"
"2019-12-18","0.0375","0.0371"
"2019-12-19","0.0024","0.0027"
"2019-12-20","0.0311","0.0283"
"2019-12-21","0.0464","0.046"
"2019-12-22","0.0202","0.0226"
"2019-12-23","0.0373","0.0387"
"2019-12-24","0.0292","0.0297"
"2019-12-25","0.0244","0.0262"
"2019-12-26","0.0292","0.0328"
"2019-12-27","0.0244","0.028"
"2019-12-28","0.0102","0.0111"
"2019-12-29","0.0122","0.0142"
"2019-12-30","0.0376","0.0414"
"2019-12-31","0.0522","0.0529"
"2020-01-01","0.0358","0.034"
"2020-01-02","0.0139","0.0146"
"2020-01-03","-0.0017","-0.0034"
"2020-01-04","0.0288","0.0283"
"2020-01-05","0.0143","0.0143"
"2020-01-06","0.0338","0.0336"
"2020-01-07","0.0621","0.0605"
"2020-01-08","0.0113","0.0104"
"2020-01-09","0.022","0.0199"
"2020-01-10","0.0479","0.047"
"2020-01-11","0.048","0.0461"
"2020-01-12","0.009","0.01"
"2020-01-13","0.0584","0.0573"
"2020-01-14","0.0819","0.0787"
"2020-01-15","0.0416","0.0396"
"2020-01-16","0.0812","0.0816"
"2020-01-17","0.0328","0.0299"
"2020-01-18","0.0607","0.0575"
"2020-01-19","0.0611","0.0611"
"2020-01-20","0.0279","0.0274"
"2020-01-21","0.0258","0.0249"
"2020-01-22","0.0186","0.0183"
"2020-01-23","-0.0065","-0.0108"
"2020-01-24","0.007","0.001"
"2020-01-25","0.0115","0.0076"
"2020-01-26","0.0113","0.0098"
"2020-01-27","0.0165","0.0128"
"2020-01-28","0.0124","0.0104"
"2020-01-29","0.0406","0.039"
"2020-01-30","0.0335","0.0321"
"2020-01-31","0.0365","0.0341"
"2020-02-01","0.0179","0.0124"
"2020-02-02","0.0623","0.0622"
"2020-02-03","0.0352","0.0355"
"2020-02-04","0.1005","0.1009"
"2020-02-05","0.0546","0.0545"
"2020-02-06","0.0182","0.0173"
"2020-02-07","0.0106","0.0129"
"2020-02-08","-0.0259","-0.0308"
"2020-02-09","0.0526","0.0518"
"2020-02-10","0.0568","0.0563"
"2020-02-11","0.0591","0.0591"
"2020-02-12","0.0465","0.0464"
"2020-02-13","0.039","0.0387"
"2020-02-14","0.0645","0.0624"
"2020-02-15","0.0583","0.0755"
"2020-02-16","0.0486","0.0487"
"2020-02-17","0.0685","0.0698"
"2020-02-18","0.0717","0.0725"
"2020-02-19","0.0958","0.0967"
"2020-02-20","0.0396","0.0405"
"2020-02-21","0.1103","0.1077"
"2020-02-22","0.0829","0.0805"
"2020-02-23","0.0697","0.0722"
"2020-02-24","0.1081","0.1067"
"2020-02-25","0.0598","0.0593"
"2020-02-26","0.0584","0.058"
"2020-02-27","0.0385","0.0376"
"2020-02-28","0.0922","0.0931"
"2020-02-29","-0.0241","-0.0255"
"2020-03-01","0.0177","0.0156"
"2020-03-02","0.0036","0.0024"
"2020-03-03","0.0385","0.0379"
"2020-03-04","0.0461","0.0473"
"2020-03-05","0.0391","0.0356"
"2020-03-06","0.0105","0.0106"
"2020-03-07","0.0371","0.0373"
"2020-03-08","-0.0134","-0.0111"
"2020-03-09","0.0666","0.0679"
"2020-03-10","0.076","0.0841"
"2020-03-11","0.0565","0.0553"
"2020-03-12","0.0616","0.0587"
"2020-03-13","0.0669","0.0627"
"2020-03-14","0.0636","0.0636"
"2020-03-15","0.0532","0.059"
"2020-03-16","0.0126","0.013"
"2020-03-17","0.0579","0.0574"
"2020-03-18","0.0688","0.069"
"2020-03-19","0.064","0.0634"
"2020-03-20","0.0317","0.0384"
"2020-03-21","0.0284","0.0246"
"2020-03-22","-0.0125","-0.0126"
"2020-03-23","-0.0116","-0.0112"
"2020-03-24","-0.0463","-0.0458"
"2020-03-25","-0.094","-0.092"
"2020-03-26","-0.0656","-0.0653"
"2020-03-27","-0.0408","-0.0433"
"2020-03-28","0.0126","0.0104"
"2020-03-29","0.0391","0.0404"
"2020-03-30","0.0386","0.0375"
"2020-03-31","-0.0132","-0.0118"
"2020-04-01","0.0166","0.0174"
"2020-04-02","-0.0348","-0.0341"
"2020-04-03","-0.0181","-0.0186"
"2020-04-04","-0.0511","-0.0512"
"2020-04-05","-0.0122","-0.0087"
"2020-04-06","-0.0985","-0.0977"
"2020-04-07","-0.0755","-0.0732"
"2020-04-08","-0.0735","-0.0707"
"2020-04-09","-0.0456","-0.0447"
"2020-04-10","0.0114","0.0099"
"2020-04-11","-0.0162","-0.0201"
"2020-04-12","0.0189","0.0187"
"2020-04-13","-0.054","-0.0531"
"2020-04-14","-0.1097","-0.1095"
"2020-04-15","-0.1821","-0.1784"
"2020-04-16","-0.1538","-0.1546"
"2020-04-17","-0.0336","-0.111"
"2020-04-18","0.0099","0.0053"
"2020-04-19","-0.1471","-0.1483"
"2020-04-20","-0.1428","-0.1426"
"2020-04-21","-0.1132","-0.1135"
"2020-04-22","-0.0677","-0.0688"
"2020-04-23","-0.0552","-0.0557"
"2020-04-24","-0.0808","-0.0887"
"2020-04-25","-0.1004","-0.1065"
"2020-04-26","-0.1025","-0.1027"
"2020-04-27","-0.1375","-0.1388"
"2020-04-28","-0.0137","-0.0142"
"2020-04-29","-0.0259","-0.0258"
"2020-04-30","-0.0754","-0.0764"
"2020-05-01","-0.0826","-0.0891"
"2020-05-02","-0.0994","-0.1055"
"2020-05-03","-0.0071","-0.011"
"2020-05-04","-0.0627","-0.0642"
"2020-05-05","-0.0562","-0.058"
"2020-05-06","-0.1081","-0.1097"
"2020-05-07","-0.0373","-0.0597"
"2020-05-08","-0.0081","-0.0093"
"2020-05-09","0.0141","0.0103"
"2020-05-10","0.0181","0.0193"
"2020-05-11","-0.0148","-0.0168"
"2020-05-12","-0.0548","-0.0589"
"2020-05-13","-0.1092","-0.1115"
"2020-05-14","-0.1588","-0.1596"
"2020-05-15","-0.1628","-0.1711"
"2020-05-16","-0.0964","-0.1018"
"2020-05-17","-0.0487","-0.0481"
"2020-05-18","-0.0084","-0.0071"
"2020-05-19","-0.0143","-0.0079"
"2020-05-20","-0.0281","-0.0212"
"2020-05-21","-0.0286","-0.0284"
"2020-05-22","0.0283","-0.0192"
"2020-05-23","0.0293","0.0241"
"2020-05-24","0.0486","0.0513"
"2020-05-25","0.0173","0.0188"
"2020-05-26","-0.0006","0.0"
"2020-05-27","0.0044","0.0196"
"2020-05-28","-0.0006","-0.0011"
"2020-05-29","0.0016","-0.0021"
"2020-05-30","0.0113","0.0117"
"2020-05-31","0.0365","0.0427"
"2020-06-01","0.0316","0.0284"
"2020-06-02","0.0259","0.0275"
"2020-06-03","-0.0762","-0.018"
"2020-06-04","-0.0062","-0.0045"
"2020-06-05","-0.0802","-0.1083"
"2020-06-06","-0.0436","-0.0396"
"2020-06-07","0.0067","-0.0175"
"2020-06-08","-0.03","-0.0281"
"2020-06-09","-0.0241","-0.023"
"2020-06-10","0.0223","0.0228"
"2020-06-11","0.0799","0.0801"
"2020-06-12","0.1268","0.1044"
"2020-06-13","0.1041","0.0562"
"2020-06-14","0.03","0.0278"
"2020-06-15","-0.0164","-0.0168"
"2020-06-16","0.002","0.0054"
"2020-06-17","-0.0146","-0.0144"
"2020-06-18","0.0247","0.0244"
"2020-06-19","0.0336","0.0297"
"2020-06-20","-0.0009","-0.0059"
"2020-06-21","-0.017","-0.0183"
"2020-06-22","-0.023","-0.0138"
"2020-06-23","0.0299","0.0237"
"2020-06-24","-0.026","-0.0295"
"2020-06-25","-0.0794","-0.0836"
"2020-06-26","-0.0561","-0.0566"
"2020-06-27","-0.0138","-0.0148"
"2020-06-28","0.0121","0.0116"
"2020-06-29","0.0377","0.0558"
"2020-06-30","0.0138","0.033"
"2020-07-01","-0.012","-0.0165"
"2020-07-02","0.0024","0.007"
"2020-07-03","0.0549","0.0443"
"2020-07-04","0.0758","0.0566"
"2020-07-05","-0.0001","0.0177"
"2020-07-06","0.0209","0.0151"
"2020-07-07","0.012","0.0199"
"2020-07-08","0.039","0.0412"
"2020-07-09","0.0606","0.0399"
"2020-07-10","0.0124","-0.0068"
"2020-07-11","-0.0262","-0.0344"
"2020-07-12","-0.0154","-0.0359"
"2020-07-13","0.0047","0.0051"
"2020-07-14","0.0037","0.017"
"2020-07-15","0.0621","0.0434"
"2020-07-16","0.0628","0.0419"
"2020-07-17","0.024","0.0149"
"2020-07-18","0.0617","0.0279"
"2020-07-19","0.0211","0.004"
"2020-07-20","-0.0307","-0.0291"
"2020-07-21","0.0045","-0.0212"
"2020-07-22","0.0292","0.0098"
"2020-07-23","-0.0013","0.0158"
"2020-07-24","0.0402","0.0639"
"2020-07-25","0.0839","0.0949"
"2020-07-26","0.0204","0.0632"
"2020-07-27","0.0819","0.0774"
"2020-07-28","0.0621","0.0751"
"2020-07-29","0.0294","0.0685"
"2020-07-30","0.1021","0.0977"
"2020-07-31","0.0258","0.0171"
"2020-08-01","0.0495","0.0386"
"2020-08-02","0.0465","0.0497"
"2020-08-03","0.0238","0.0413"
"2020-08-04","0.0962","0.0994"
"2020-08-05","0.0846","0.0864"
"2020-08-06","0.0754","0.072"
"2020-08-07","0.0164","0.0046"
"2020-08-08","0.0195","0.0086"
"2020-08-09","0.04","0.0367"
"2020-08-10","-0.0291","-0.0281"
"2020-08-11","-0.0472","-0.0436"
"2020-08-12","-0.0794","-0.0796"
"2020-08-13","-0.0397","-0.0336"
"2020-08-14","0.0153","0.0089"
"2020-08-15","0.0189","0.0297"
"2020-08-16","0.054","0.055"
"2020-08-17","0.0384","0.0382"
"2020-08-18","0.016","0.0148"
"2020-08-19","0.0585","0.0546"
"2020-08-20","0.0273","0.0246"
"2020-08-21","0.0595","0.054"
"2020-08-22","0.052","0.0455"
"2020-08-23","0.0617","0.0632"
"2020-08-24","0.0284","0.0317"
"2020-08-25","0.1043","0.0975"
"2020-08-26","0.0878","0.0991"
"2020-08-27","0.0983","0.1008"
"2020-08-28","0.0875","0.0883"
"2020-08-29","0.124","0.1147"
"2020-08-30","0.0673","0.0582"
"2020-08-31","0.0556","0.0524"
"2020-09-01","0.0566","0.0575"
"2020-09-02","0.0843","0.0873"
"2020-09-03","0.0499","0.0504"
"2020-09-04","0.2474","0.0838"
"2020-09-05","0.0813","0.0716"
"2020-09-06","0.0708","0.0598"
"2020-09-07","0.1069","0.1005"
"2020-09-08","0.0833","0.0767"
"2020-09-09","0.0428","0.0385"
"2020-09-10","0.0956","0.092"
"2020-09-11","0.1093","0.0985"
"2020-09-12","0.0398","0.0369"
"2020-09-13","0.0455","0.0418"
"2020-09-14","0.0578","0.0572"
"2020-09-15","0.0996","0.1007"
"2020-09-16","0.0683","0.0733"
"2020-09-17","0.0306","0.0342"
"2020-09-18","0.0071","0.0148"
"2020-09-19","0.0353","0.0304"
"2020-09-20","0.0192","0.0191"
"2020-09-21","-0.0166","-0.0165"
"2020-09-22","0.0192","0.0207"
"2020-09-23","0.0217","0.0216"
"2020-09-24","0.0114","0.0096"
"2020-09-25","0.057","0.0513"
"2020-09-26","0.0635","0.0568"
"2020-09-27","0.0145","0.016"
"2020-09-28","0.0309","0.0288"
"2020-09-29","-0.0366","-0.0382"
"2020-09-30","0.0904","0.0898"
"2020-10-01","-0.0084","-0.0115"
"2020-10-02","0.0767","0.0682"
"2020-10-03","0.032","0.0253"
"2020-10-04","0.035","0.033"
"2020-10-05","0.0673","0.0637"
"2020-10-06","0.0631","0.0583"
"2020-10-07","0.0701","0.0704"
"2020-10-08","0.0581","0.0587"
"2020-10-09","0.0587","0.0651"
"2020-10-10","0.0882","0.0886"
"2020-10-11","0.0344","0.0349"
"2020-10-12","0.0522","0.0539"
"2020-10-13","0.065","0.0624"
"2020-10-14","0.0554","0.0556"
"2020-10-15","0.056","0.0569"
"2020-10-16","0.0886","0.0768"
"2020-10-17","0.0354","0.0223"
"2020-10-18","0.0381","0.0357"
"2020-10-19","0.0437","0.0426"
"2020-10-20","0.0552","0.0508"
"2020-10-21","0.0362","0.0305"
"2020-10-22","0.048","0.0437"
"2020-10-23","0.05","0.0517"
"2020-10-24","0.0935","0.089"
"2020-10-25","0.0452","0.0471"
"2020-10-26","0.0477","0.0471"
"2020-10-27","0.0343","0.0557"
"2020-10-28","0.06","0.0621"
"2020-10-29","0.0921","0.0923"
"2020-10-30","0.0313","0.0298"
"2020-10-31","0.0419","0.0434"
"2020-11-01","0.1013","0.1004"
"2020-11-02","0.0628","0.0595"
"2020-11-03","0.0891","0.0853"
"2020-11-04","0.0763","0.0777"
"2020-11-05","0.039","0.0359"
"2020-11-06","0.0155","0.0091"
"2020-11-07","-0.0035","-0.0087"
"2020-11-08","-0.0289","-0.0291"
"2020-11-09","-0.0237","-0.023"
"2020-11-10","-0.0351","-0.037"
"2020-11-11","0.0282","0.0281"
"2020-11-12","0.0249","0.0256"
"2020-11-13","0.0181","0.0134"
"2020-11-14","0.0063","0.0024"
"2020-11-15","-0.0229","-0.0243"
"2020-11-16","0.064","0.064"
"2020-11-17","0.0178","0.0149"
"2020-11-18","-0.0017","-0.0028"
"2020-11-19","0.062","0.0621"
"2020-11-20","0.0814","0.0793"
"2020-11-21","-0.0097","-0.0125"
"2020-11-22","-0.0057","-0.0061"
"2020-11-23","0.0511","0.0506"
"2020-11-24","-0.0025","-0.0059"
"2020-11-25","-0.0131","-0.0137"
"2020-11-26","0.0412","0.0407"
"2020-11-27","0.0338","0.0309"
"2020-11-28","-0.0133","-0.0134"
"2020-11-29","-0.042","-0.0425"
"2020-11-30","-0.024","-0.0244"
"2020-12-01","0.0444","0.0409"
"2020-12-02","0.019","0.015"
"2020-12-03","-0.004","-0.0039"
"2020-12-04","-0.0016","0.0012"
"2020-12-05","0.0038","0.0003"
"2020-12-06","0.0029","0.0024"
"2020-12-07","0.0085","0.0071"
"2020-12-08","0.0113","0.0089"
"2020-12-09","-0.0076","-0.0063"
"2020-12-10","-0.008","-0.0063"
"2020-12-11","-0.0067","-0.0069"
"2020-12-12","-0.0387","-0.0392"
"2020-12-13","0.0129","0.0134"
"2020-12-14","0.0104","0.0093"
"2020-12-15","0.0352","0.0331"
"2020-12-16","0.0242","0.0248"
"2020-12-17","0.0453","0.0457"
"2020-12-18","-0.0066","-0.0076"
"2020-12-19","-0.0047","-0.0071"
"2020-12-20","0.0265","0.0277"
"2020-12-21","0.0788","0.08"
"2020-12-22","0.0473","0.0464"
"2020-12-23","0.0098","0.0105"
"2020-12-24","0.0844","0.0852"
"2020-12-25","0.0901","0.0874"
"2020-12-26","-0.0052","0.0007"
"2020-12-27","-0.0116","-0.0154"
"2020-12-28","0.0559","0.0554"
"2020-12-29","0.0369","0.0351"
"2020-12-30","0.052","0.0524"
"2020-12-31","0.0704","0.0651"
"2021-01-01","0.0256","0.0165"
"2021-01-02","0.0367","0.027"
"2021-01-03","0.0333","0.03"
"2021-01-04","0.0577","0.0552"
"2021-01-05","0.0706","0.0672"
"2021-01-06","0.0739","0.0705"
"2021-01-07","0.0635","0.0643"
"2021-01-08","0.0733","0.0652"
"2021-01-09","0.017","0.0104"
"2021-01-10","-0.0017","-0.0014"
"2021-01-11","0.019","0.0094"
"2021-01-12","0.0099","0.0183"
"2021-01-13","0.0669","0.0657"
"2021-01-14","0.0349","0.0354"
"2021-01-15","0.0607","0.0571"
"2021-01-16","0.0259","0.0217"
"2021-01-17","0.0134","0.0144"
"2021-01-18","0.0499","0.0497"
"2021-01-19","0.0129","0.0114"
"2021-01-20","-0.0089","-0.0093"
"2021-01-21","0.0541","0.0653"
"2021-01-22","0.0652","0.0622"
"2021-01-23","0.0389","0.0347"
"2021-01-24","0.0305","0.0292"
"2021-01-25","0.029","0.0287"
"2021-01-26","0.0442","0.0423"
"2021-01-27","-0.0062","-0.0063"
"2021-01-28","0.0017","0.0016"
"2021-01-29","0.0065","0.0055"
"2021-01-30","0.0234","0.0199"
"2021-01-31","0.0518","0.0518"
"2021-02-01","0.0406","0.039"
"2021-02-02","0.0361","0.034"
"2021-02-03","0.0153","0.015"
"2021-02-04","0.0405","0.04"
"2021-02-05","0.0022","-0.002"
"2021-02-06","0.0138","0.0087"
"2021-02-07","0.0418","0.0414"
"2021-02-08","0.0667","0.0646"
"2021-02-09","0.0477","0.0465"
"2021-02-10","0.0587","0.0581"
"2021-02-11","0.0214","0.0209"
"2021-02-12","0.0189","0.014"
"2021-02-13","0.0352","0.03"
"2021-02-14","0.031","0.0308"
"2021-02-15","0.0081","0.0096"
"2021-02-16","-0.0089","-0.0074"
"2021-02-17","0.0283","0.0291"
"2021-02-18","0.0244","0.0247"
"2021-02-19","0.0843","0.0832"
"2021-02-20","0.0383","0.0296"
"2021-02-21","0.0009","-0.0039"
"2021-02-22","0.0086","0.0038"
"2021-02-23","0.0615","0.063"
"2021-02-24","0.0215","0.0259"
"2021-02-25","0.0067","0.0102"
"2021-02-26","0.0252","0.0227"
"2021-02-27","-0.006","-0.0086"
"2021-02-28","-0.0348","-0.0308"
"2021-03-01","0.0182","0.0222"
"2021-03-02","0.0381","0.0381"
"2021-03-03","0.0569","0.0562"
"2021-03-04","0.0346","0.0343"
"2021-03-05","0.0656","0.0606"
"2021-03-06","0.0397","0.0372"
"2021-03-07","0.0197","0.0194"
"2021-03-08","0.0285","0.0287"
"2021-03-09","-0.0162","-0.0178"
"2021-03-10","0.0504","0.0506"
"2021-03-11","0.0088","0.0093"
"2021-03-12","0.0481","0.0453"
"2021-03-13","0.0261","0.0239"
"2021-03-14","0.0533","0.0526"
"2021-03-15","0.0436","0.0431"
"2021-03-16","0.0375","0.0342"
"2021-03-17","0.0725","0.0718"
"2021-03-18","0.074","0.0741"
"2021-03-19","0.0591","0.0535"
"2021-03-20","0.0348","0.0288"
"2021-03-21","0.0166","0.0163"
"2021-03-22","0.0221","0.0225"
"2021-03-23","0.0391","0.0364"
"2021-03-24","0.0055","0.005"
"2021-03-25","0.0042","0.0047"
"2021-03-26","0.0155","0.016"
"2021-03-27","0.0427","0.0358"
"2021-03-28","0.0486","0.0508"
"2021-03-29","0.0017","0.0038"
"2021-03-30","-0.0042","-0.006"
"2021-03-31","0.0185","0.0217"
"2021-04-01","0.0587","0.0561"
"2021-04-02","0.0801","0.0745"
"2021-04-03","0.0559","0.0485"
"2021-04-04","-0.0229","-0.0243"
"2021-04-05","0.0136","0.0133"
"2021-04-06","0.0632","0.0611"
"2021-04-07","0.0972","0.0944"
"2021-04-08","0.0362","0.0363"
"2021-04-09","0.0387","0.0244"
"2021-04-10","0.0435","0.0324"
"2021-04-11","0.0204","0.0147"
"2021-04-12","0.0489","0.0444"
"2021-04-13","0.0279","0.0253"
"2021-04-14","-0.0037","-0.0044"
"2021-04-15","0.0101","0.0103"
"2021-04-16","0.0072","-0.0002"
"2021-04-17","-0.0452","-0.0495"
"2021-04-18","-0.0389","-0.0342"
"2021-04-19","-0.0416","-0.0363"
"2021-04-20","-0.0049","-0.0073"
"2021-04-21","0.0096","0.01"
"2021-04-22","-0.0064","-0.0046"
"2021-04-23","-0.0261","-0.0101"
"2021-04-24","-0.0143","-0.0254"
"2021-04-25","-0.0237","-0.0251"
"2021-04-26","0.0103","0.0115"
"2021-04-27","0.0395","0.0327"
"2021-04-28","0.048","0.0469"
"2021-04-29","0.0668","0.0662"
"2021-04-30","0.0464","0.0376"
"2021-05-01","0.0683","0.0594"
"2021-05-02","0.0696","0.0598"
"2021-05-03","0.1363","0.1361"
"2021-05-04","0.1367","0.1338"
"2021-05-05","0.0944","0.094"
"2021-05-06","0.0984","0.0978"
"2021-05-07","0.0695","0.0619"
"2021-05-08","0.1661","0.1629"
"2021-05-09","0.1079","0.1083"
"2021-05-10","0.0436","0.0443"
